campaign_id,promo_id,campaign_name,channel,target_segment,budget,amount_spent,impressions,clicks,conversions,start_date,end_date,status
CAM01237,PR011968,Campaign Extended zero-defect productiv,In-App,Working Professional,759702,518879.94,56394,6073,3075,2022-10-13,2022-12-14,Completed
CAM01238,PR017014,Campaign Right-sized demand-driven data,WhatsApp,Family Shopper,2376558,1871695.98,526591,39725,2959,2022-10-27,2023-01-13,Paused
CAM01239,PR009096,Campaign Upgradable optimal time-frame,WhatsApp,Seasonal Buyer,1120674,960574.89,208458,6031,3005,2024-07-30,2024-09-01,Completed
CAM01240,PR001763,Campaign Business-focused full-range fr,In-App,Family Shopper,3403578,3158666.94,136942,26542,3584,2024-07-23,2024-08-15,Completed
CAM01241,PR009762,Campaign Polarized next generation comp,Email,Seasonal Buyer,4784807,4523476.78,398782,2643,414,2024-01-30,2024-04-16,Completed
CAM01242,PR008865,Campaign Progressive interactive open a,Push Notification,Luxury Shopper,2468418,1342578.4,718936,9615,936,2024-10-08,2024-11-03,Completed
CAM01243,PR003806,Campaign Expanded client-server monitor,SMS,Luxury Shopper,3821110,2313932.29,762441,1287,3427,2023-10-10,2023-12-27,Active
CAM01244,PR003518,Campaign Mandatory local hardware,In-App,Family Shopper,2192651,1570696.64,469033,29154,2084,2024-06-05,2024-08-11,Active
CAM01245,PR012984,Campaign Self-enabling user-facing serv,Email,Impulse Buyer,2816366,1714879.89,236910,26334,4453,2022-02-17,2022-04-07,Completed
CAM01246,PR005269,Campaign Multi-lateral impactful morato,Email,Budget Shopper,2372485,2180136.26,766384,33507,83,2023-06-09,2023-07-08,Active
CAM01247,PR005774,Campaign Stand-alone intermediate colla,SMS,Student,2376726,1079531.22,134938,49821,3956,2024-11-27,2024-12-20,Completed
CAM01248,PR018469,Campaign Inverse tangible secured line,In-App,Student,714261,676720.04,584814,46816,1031,2024-08-17,2024-09-13,Completed
CAM01249,PR016122,Campaign Ergonomic demand-driven knowle,In-App,Working Professional,840877,831785.32,78516,21018,1515,2024-01-20,2024-03-26,Completed
CAM01250,PR016864,Campaign Extended attitude-oriented pro,In-App,Student,992723,915515.85,383249,9151,172,2023-06-30,2023-08-25,Completed
CAM01251,PR013007,Campaign Function-based methodical chal,Email,Working Professional,3495938,3465199.19,436653,28122,1467,2024-11-21,2024-12-25,Completed
CAM01252,PR019463,Campaign Reverse-engineered radical har,Push Notification,Seasonal Buyer,3755439,2707420.25,739625,31342,2121,2023-08-17,2023-10-27,Completed
CAM01253,PR018004,Campaign Up-sized cohesive service-desk,Email,Student,3939684,3648334.7,555870,34548,3846,2022-02-10,2022-04-20,Active
CAM01254,PR007751,Campaign Front-line bifurcated architec,SMS,Impulse Buyer,496368,384144.29,9253,18539,4370,2023-12-25,2024-01-08,Active
CAM01255,PR018604,Campaign Streamlined secondary extranet,SMS,Budget Shopper,3375916,1511342.09,865791,37538,1484,2023-04-20,2023-07-19,Paused
CAM01256,PR002702,Campaign Right-sized reciprocal leverag,In-App,Brand Loyalist,3238828,2790448.64,741266,17837,2653,2022-12-11,2023-01-27,Completed
CAM01257,PR006128,Campaign Monitored neutral projection,SMS,Luxury Shopper,2306113,1562170.16,576202,43693,2771,2022-02-26,2022-05-01,Active
CAM01258,PR010680,Campaign Extended client-server solutio,In-App,Student,3660930,2432736.47,634585,23039,2921,2022-11-04,2022-12-03,Completed
CAM01259,PR000973,Campaign Universal 6thgeneration approa,Email,Student,1966790,1518614.16,65097,11647,1952,2024-01-09,2024-03-01,Active
CAM01260,PR012912,Campaign Multi-layered client-server en,WhatsApp,Seasonal Buyer,4758849,2635042.83,144733,35109,960,2022-05-24,2022-07-31,Active
CAM01261,PR017623,Campaign Advanced regional core,SMS,Family Shopper,1452027,1361814.32,628016,10332,4466,2023-09-17,2023-11-08,Completed
CAM01262,PR000454,Campaign Devolved systemic support,WhatsApp,Fashion Enthusiast,4320612,4229329.35,347917,13579,103,2022-09-04,2022-12-02,Completed
CAM01263,PR013857,Campaign Cross-platform real-time knowl,SMS,Seasonal Buyer,4226446,2976581.49,171925,29789,2785,2023-04-14,2023-05-06,Completed
CAM01264,PR002778,Campaign Streamlined 3rdgeneration tool,In-App,Fashion Enthusiast,1584733,1034881.94,29803,42808,120,2024-01-19,2024-02-16,Completed
CAM01265,PR016552,Campaign Cloned dedicated infrastructur,Push Notification,Luxury Shopper,3807513,2061500.35,43342,36174,2357,2022-01-07,2022-02-26,Completed
CAM01266,PR006213,Campaign Future-proofed scalable secure,Push Notification,Brand Loyalist,1446928,580342.08,583093,34357,2880,2024-10-18,2025-01-02,Active
CAM01267,PR007090,Campaign Ameliorated intangible morator,Push Notification,Fashion Enthusiast,4040427,2006990.51,915864,27953,645,2024-04-14,2024-06-26,Active
CAM01268,PR013738,Campaign Enhanced executive concept,Push Notification,Fashion Enthusiast,2912697,1250450.81,796091,3991,1897,2022-11-29,2023-02-21,Active
CAM01269,PR006932,Campaign Profound grid-enabled utilizat,Push Notification,Fashion Enthusiast,2006009,1881373.75,119302,47362,272,2022-06-10,2022-07-14,Active
CAM01270,PR016896,Campaign Advanced context-sensitive mat,Email,Impulse Buyer,3410544,2698857.57,586931,23383,2089,2023-08-14,2023-09-16,Completed
CAM01271,PR006506,Campaign Monitored coherent parallelism,Email,Brand Loyalist,3948152,1810054.0,602791,2373,393,2023-04-04,2023-06-14,Completed
CAM01272,PR013708,Campaign Multi-lateral bifurcated servi,Email,Budget Shopper,3563612,2253180.78,742965,10733,1763,2022-01-24,2022-02-07,Completed
CAM01273,PR011633,Campaign Secured demand-driven concept,WhatsApp,Seasonal Buyer,1806771,1158451.27,861866,29193,3074,2024-07-30,2024-10-01,Completed
CAM01274,PR005003,Campaign Versatile intermediate challen,In-App,Fashion Enthusiast,1840349,1049171.09,729003,31460,1491,2022-07-11,2022-08-02,Completed
CAM01275,PR018968,Campaign Digitized empowering circuit,SMS,Budget Shopper,537328,278055.76,158667,30401,3232,2024-08-02,2024-09-13,Completed
CAM01276,PR012605,Campaign Decentralized eco-centric util,In-App,Seasonal Buyer,2238327,1842604.45,448851,30705,2761,2023-09-12,2023-11-15,Active
CAM01277,PR012773,Campaign Multi-lateral context-sensitiv,In-App,Luxury Shopper,3746495,3373416.67,510459,43026,1867,2023-04-06,2023-06-12,Paused
CAM01278,PR000778,Campaign Team-oriented exuding strategy,SMS,Frequent Buyer,2519476,1873187.13,142365,9346,4957,2022-06-22,2022-09-20,Completed
CAM01279,PR003181,Campaign Operative clear-thinking datab,In-App,Brand Loyalist,1880747,798055.8,956776,47026,188,2024-01-05,2024-02-09,Active
CAM01280,PR018071,Campaign Visionary real-time flexibilit,WhatsApp,Family Shopper,4183556,2368149.29,654780,19617,3727,2022-02-07,2022-04-13,Completed
CAM01281,PR003391,Campaign Implemented radical array,Push Notification,Brand Loyalist,2709246,2569398.02,203525,1141,2061,2022-11-05,2023-01-09,Completed
CAM01282,PR019873,Campaign Cloned mission-critical functi,In-App,Brand Loyalist,911141,845631.43,527600,1405,1089,2022-12-17,2023-01-19,Completed
CAM01283,PR002428,Campaign Virtual grid-enabled info-medi,In-App,Impulse Buyer,2823422,1201332.4,646146,9992,3404,2024-04-18,2024-07-05,Completed
CAM01284,PR010106,Campaign Re-contextualized needs-based ,Push Notification,Family Shopper,2017306,1946002.4,14047,13105,4955,2022-09-30,2022-11-18,Completed
CAM01285,PR008985,Campaign Synergized object-oriented ins,Push Notification,Fashion Enthusiast,1055688,926054.69,756024,9026,4698,2022-12-01,2022-12-15,Active
CAM01286,PR014071,Campaign Vision-oriented user-facing pr,Email,Working Professional,4659459,2485969.96,894707,8788,4938,2023-06-15,2023-08-13,Completed
CAM01287,PR017790,Campaign Multi-channeled tertiary Graph,In-App,Working Professional,631295,255289.24,871649,26924,2952,2022-04-09,2022-05-24,Completed
CAM01288,PR014804,Campaign Function-based bi-directional ,SMS,Family Shopper,2126110,1015990.75,10941,30650,4750,2024-10-30,2025-01-13,Completed
CAM01289,PR002828,Campaign Reduced didactic software,WhatsApp,Frequent Buyer,1421622,993926.05,444396,27284,411,2022-09-26,2022-11-21,Completed
CAM01290,PR006595,Campaign Open-architected motivating be,Push Notification,Budget Shopper,1905957,1825246.72,174468,4981,2113,2024-04-13,2024-04-30,Completed
CAM01291,PR001677,Campaign Front-line leadingedge frame,Push Notification,Family Shopper,2396638,1871619.48,407786,19582,4767,2024-09-04,2024-11-09,Completed
CAM01292,PR008231,Campaign Intuitive incremental hardware,SMS,Working Professional,3355685,2561090.38,884217,13538,2964,2023-10-26,2023-12-06,Completed
CAM01293,PR007997,Campaign Synergized coherent middleware,WhatsApp,Brand Loyalist,4872817,3083440.75,908423,400,2779,2022-08-04,2022-10-25,Completed
CAM01294,PR013638,Campaign Open-source upward-trending In,Email,Seasonal Buyer,904040,571424.47,62309,42952,3273,2022-12-23,2023-02-01,Active
CAM01295,PR009740,Campaign Business-focused holistic moni,WhatsApp,Student,3052371,1845986.27,211872,45730,3848,2022-04-07,2022-05-28,Completed
CAM01296,PR002319,Campaign Compatible zero administration,Push Notification,Budget Shopper,741148,575575.44,414569,24064,656,2023-12-10,2023-12-22,Completed
CAM01297,PR000770,Campaign Sharable zero-defect superstru,WhatsApp,Fashion Enthusiast,521364,219467.45,97061,32450,2744,2023-10-14,2023-11-28,Completed
CAM01298,PR001846,Campaign Open-source motivating strateg,WhatsApp,Brand Loyalist,3547639,2327019.14,548296,43514,3982,2023-07-24,2023-08-13,Active
CAM01299,PR018958,Campaign Extended regional adapter,SMS,Fashion Enthusiast,3812461,2923678.97,844183,17232,3355,2022-09-13,2022-11-29,Active
CAM01300,PR012408,Campaign Re-engineered systematic data-,SMS,Family Shopper,3412441,1522311.07,10666,37995,1630,2023-09-04,2023-11-26,Completed
CAM01301,PR014239,Campaign Digitized human-resource super,WhatsApp,Impulse Buyer,4212140,3048663.69,64821,33906,1860,2023-09-27,2023-10-10,Completed
CAM01302,PR005435,Campaign Networked contextually-based a,Email,Luxury Shopper,3263010,1479129.13,19083,17536,2347,2024-02-14,2024-05-09,Completed
CAM01303,PR010822,Campaign Devolved optimizing portal,Push Notification,Family Shopper,326175,141060.17,281035,13519,3004,2022-12-21,2023-03-16,Completed
CAM01304,PR000731,Campaign Profound reciprocal adapter,WhatsApp,Budget Shopper,466858,304773.07,171009,36051,1954,2022-09-30,2022-11-12,Completed
CAM01305,PR011876,Campaign Configurable dedicated conting,Push Notification,Seasonal Buyer,3792020,2390124.74,994998,34852,2916,2024-02-14,2024-03-16,Completed
CAM01306,PR002424,Campaign Organized full-range projectio,Push Notification,Budget Shopper,2215215,1320739.47,606574,5583,2189,2022-06-03,2022-06-15,Active
CAM01307,PR012620,Campaign Cross-platform system-worthy a,WhatsApp,Impulse Buyer,4696261,2548440.46,432180,44452,1421,2023-06-24,2023-08-24,Completed
CAM01308,PR000211,Campaign Compatible scalable encryption,Email,Working Professional,4687593,2894661.7,81950,11857,2858,2023-07-31,2023-09-07,Paused
CAM01309,PR007947,Campaign Optional exuding protocol,Email,Working Professional,4987211,4317428.2,798103,40030,4737,2024-01-06,2024-02-05,Active
CAM01310,PR011918,Campaign Pre-emptive maximized interfac,SMS,Fashion Enthusiast,371852,274994.2,880592,34807,3598,2024-12-11,2024-12-26,Active
CAM01311,PR006190,Campaign Face-to-face intangible framew,WhatsApp,Luxury Shopper,2168017,1944443.77,594179,29122,702,2023-08-14,2023-08-29,Completed
CAM01312,PR007377,Campaign Assimilated zero-defect firmwa,In-App,Brand Loyalist,2580811,2332418.79,445622,30610,3696,2022-08-02,2022-10-11,Active
CAM01313,PR008992,Campaign Fully-configurable incremental,In-App,Luxury Shopper,1708200,748867.65,647652,5267,4817,2022-06-07,2022-08-02,Paused
CAM01314,PR007703,Campaign Grass-roots multimedia task-fo,Email,Student,403547,272854.07,200678,35278,3578,2022-07-09,2022-09-18,Completed
CAM01315,PR010491,Campaign Horizontal fresh-thinking grou,WhatsApp,Student,3214942,2755753.35,503491,3838,1457,2024-07-12,2024-08-09,Active
CAM01316,PR002508,Campaign Stand-alone grid-enabled metho,Push Notification,Seasonal Buyer,4244249,4113063.05,777641,31325,4009,2022-05-29,2022-07-30,Completed
CAM01317,PR012914,Campaign Persistent web-enabled data-wa,Email,Budget Shopper,2138839,2093998.07,572641,42309,1606,2023-08-01,2023-10-30,Completed
CAM01318,PR017184,Campaign Integrated fresh-thinking proc,In-App,Student,1018593,749177.88,989492,49366,2434,2022-08-08,2022-10-20,Completed
CAM01319,PR011217,Campaign Secured systematic orchestrati,WhatsApp,Impulse Buyer,492076,364602.86,909003,6033,2639,2023-02-06,2023-04-29,Completed
CAM01320,PR002843,Campaign Multi-lateral web-enabled cust,WhatsApp,Family Shopper,4144208,1828205.42,519497,34795,3274,2023-10-30,2023-11-12,Completed
CAM01321,PR000822,Campaign Implemented scalable budgetary,SMS,Luxury Shopper,3548303,2972785.91,959422,40530,616,2022-06-14,2022-07-10,Paused
CAM01322,PR006829,Campaign Reverse-engineered logistical ,Push Notification,Seasonal Buyer,999273,696775.46,798062,24639,944,2022-03-30,2022-05-11,Completed
CAM01323,PR001150,Campaign Advanced intermediate benchmar,WhatsApp,Fashion Enthusiast,4756131,2717804.88,986835,22558,4655,2024-05-02,2024-06-06,Completed
CAM01324,PR016899,Campaign Multi-tiered multi-state hiera,In-App,Family Shopper,2509561,2003861.25,282347,6884,2393,2023-08-01,2023-09-03,Completed
CAM01325,PR011304,Campaign Vision-oriented systemic archi,SMS,Family Shopper,1883385,1072573.51,135460,43117,3578,2022-03-28,2022-04-17,Active
CAM01326,PR006753,Campaign Stand-alone clear-thinking pro,WhatsApp,Frequent Buyer,3538322,3145796.29,891193,10123,2026,2023-07-23,2023-08-17,Completed
CAM01327,PR018257,Campaign Cross-platform hybrid pricing ,WhatsApp,Impulse Buyer,3565711,2778635.42,905423,27509,3127,2024-11-01,2025-01-03,Active
CAM01328,PR011800,Campaign Compatible impactful customer ,WhatsApp,Working Professional,3723829,1924251.57,626184,49606,1448,2023-06-07,2023-08-26,Completed
CAM01329,PR010314,Campaign Triple-buffered analyzing arch,In-App,Luxury Shopper,3975319,2347888.48,652677,38714,1192,2022-09-25,2022-12-22,Completed
CAM01330,PR007189,Campaign Vision-oriented empowering pro,Push Notification,Student,4682507,2688443.55,88159,8733,3903,2024-11-17,2024-12-17,Completed
CAM01331,PR001018,Campaign Enhanced modular complexity,WhatsApp,Frequent Buyer,4906645,2861137.2,977044,18949,4913,2023-07-10,2023-08-09,Completed
CAM01332,PR004500,Campaign Team-oriented empowering encod,Email,Frequent Buyer,3197605,1368813.54,474412,13549,1763,2024-08-03,2024-09-05,Active
CAM01333,PR004453,Campaign Down-sized global capacity,Email,Impulse Buyer,1671986,985476.04,89410,42358,38,2022-09-04,2022-10-28,Completed
CAM01334,PR011939,Campaign Streamlined methodical knowled,Push Notification,Family Shopper,1087352,789861.36,254161,8616,2178,2022-03-20,2022-05-13,Completed
CAM01335,PR006652,Campaign Ergonomic dedicated complexity,Push Notification,Impulse Buyer,1651799,1054547.01,839132,33409,2622,2022-06-27,2022-08-30,Paused
CAM01336,PR013513,Campaign Reverse-engineered eco-centric,Email,Brand Loyalist,2016572,949515.84,60716,14533,4273,2024-08-19,2024-10-06,Completed
CAM01337,PR018978,Campaign Team-oriented maximized archiv,Email,Impulse Buyer,4012017,3854739.0,674454,7300,4817,2023-02-26,2023-05-21,Completed
CAM01338,PR010128,Campaign Persistent impactful definitio,Push Notification,Impulse Buyer,2421772,1732729.55,905354,15893,3137,2023-12-05,2024-01-31,Paused
CAM01339,PR001197,Campaign Enterprise-wide responsive def,WhatsApp,Seasonal Buyer,2215523,1310639.24,256254,38671,4378,2023-11-08,2024-01-22,Paused
CAM01340,PR017216,Campaign Decentralized asynchronous str,In-App,Student,292951,281255.4,51105,44582,2514,2023-07-20,2023-09-14,Completed
CAM01341,PR015877,Campaign Virtual heuristic encoding,In-App,Seasonal Buyer,4403387,2882038.82,411435,45415,573,2024-06-29,2024-07-10,Active
CAM01342,PR013914,Campaign Fundamental tertiary algorithm,WhatsApp,Impulse Buyer,2469124,1774310.45,23650,46080,4567,2022-06-14,2022-07-01,Active
CAM01343,PR000744,Campaign Seamless analyzing approach,Push Notification,Brand Loyalist,1722822,733715.81,394910,15262,976,2023-04-24,2023-06-03,Completed
CAM01344,PR016071,Campaign Optimized 4thgeneration task-f,SMS,Brand Loyalist,1995922,1803311.38,873742,2856,1279,2023-12-27,2024-01-09,Completed
CAM01345,PR000185,Campaign Customizable non-volatile extr,Push Notification,Luxury Shopper,3249258,2767863.72,789987,27777,4167,2022-04-22,2022-06-02,Completed
CAM01346,PR016715,Campaign Cross-group encompassing servi,Push Notification,Budget Shopper,3634801,2692747.35,625640,19001,1434,2024-04-29,2024-07-28,Completed
CAM01347,PR014444,Campaign Compatible 5thgeneration workf,SMS,Impulse Buyer,4671584,2941219.46,230157,2295,3967,2022-12-08,2023-02-16,Active
CAM01348,PR014079,Campaign Customizable discrete strategy,SMS,Luxury Shopper,304426,211757.85,360563,43528,856,2022-12-03,2023-02-15,Active
CAM01349,PR019563,Campaign Reactive solution-oriented imp,SMS,Working Professional,4483522,2410932.84,20096,33527,2399,2022-08-21,2022-10-15,Completed
CAM01350,PR002913,Campaign Customer-focused mission-criti,SMS,Family Shopper,3282321,2198941.99,773904,30646,1391,2023-01-12,2023-03-16,Completed
CAM01351,PR015310,Campaign Decentralized responsive firmw,In-App,Family Shopper,888931,752317.68,738536,16222,2538,2024-05-30,2024-08-01,Completed
CAM01352,PR006839,Campaign Customizable zero administrati,In-App,Budget Shopper,3351954,1755787.71,291982,27196,4183,2024-08-13,2024-11-04,Completed
CAM01353,PR004714,Campaign Enterprise-wide directional we,Email,Brand Loyalist,1122840,521313.2,560920,13482,3240,2024-05-16,2024-07-11,Completed
CAM01354,PR004848,Campaign User-centric secondary neural-,Email,Family Shopper,1643904,1513867.34,441791,26310,1302,2023-06-09,2023-07-18,Completed
CAM01355,PR013864,Campaign Function-based 5thgeneration i,In-App,Seasonal Buyer,3762213,1790053.24,386663,17832,441,2022-04-08,2022-05-20,Completed
CAM01356,PR014756,Campaign Advanced fresh-thinking monito,SMS,Brand Loyalist,1186059,1149220.27,87129,25719,890,2022-11-19,2023-02-14,Completed
CAM01357,PR009579,Campaign Optional zero-defect software,WhatsApp,Frequent Buyer,215512,185967.26,291994,36613,547,2023-01-15,2023-04-15,Active
CAM01358,PR019309,Campaign Grass-roots zero tolerance sol,Email,Brand Loyalist,4573093,2008503.97,175509,26754,2799,2024-04-12,2024-06-30,Completed
CAM01359,PR005868,Campaign Polarized explicit attitude,Email,Impulse Buyer,2496304,1667500.86,503403,19671,1347,2023-10-23,2023-12-06,Completed
CAM01360,PR001379,Campaign Enterprise-wide client-driven ,SMS,Working Professional,1143929,1038614.38,706555,16227,784,2023-04-30,2023-05-26,Completed
CAM01361,PR016094,Campaign Decentralized attitude-oriente,SMS,Seasonal Buyer,4748083,4008258.07,353723,28181,4098,2022-05-24,2022-08-21,Active
CAM01362,PR000637,Campaign Progressive regional attitude,WhatsApp,Impulse Buyer,3210388,2498169.69,341441,46564,4611,2023-03-22,2023-05-13,Completed
CAM01363,PR017063,Campaign Reduced intangible middleware,Email,Frequent Buyer,4994242,2431005.48,933467,27184,1176,2023-07-27,2023-10-24,Active
CAM01364,PR010322,Campaign Multi-layered actuating method,Email,Impulse Buyer,2014513,1748858.13,288007,18428,2664,2024-12-22,2025-01-18,Paused
CAM01365,PR003780,Campaign Public-key explicit forecast,In-App,Seasonal Buyer,3449981,2917065.47,19442,3207,3277,2024-10-15,2024-12-19,Completed
CAM01366,PR002730,Campaign Profit-focused client-server l,In-App,Luxury Shopper,2832129,2131554.18,652158,32166,2910,2022-01-14,2022-03-11,Completed
CAM01367,PR018742,Campaign Profound content-based migrati,In-App,Luxury Shopper,697013,540137.94,888528,37257,4809,2023-03-24,2023-04-15,Active
CAM01368,PR011625,Campaign Devolved full-range contingenc,Push Notification,Luxury Shopper,4325504,2760530.07,893801,47568,3544,2023-02-09,2023-03-18,Completed
CAM01369,PR014702,Campaign Re-engineered coherent hardwar,Email,Seasonal Buyer,2143899,1551799.06,53456,4545,1638,2022-11-10,2022-12-01,Active
CAM01370,PR007090,Campaign Mandatory leadingedge database,Email,Frequent Buyer,3522681,3242811.19,109714,47711,763,2022-01-25,2022-03-05,Completed
CAM01371,PR002375,Campaign Operative foreground ability,In-App,Working Professional,3746894,2098881.67,76342,2313,462,2023-05-28,2023-06-19,Completed
CAM01372,PR013563,Campaign Upgradable tertiary knowledgeb,Push Notification,Student,2564945,2225860.91,984888,33539,2583,2024-03-10,2024-05-07,Completed
CAM01373,PR006552,Campaign Realigned heuristic policy,SMS,Impulse Buyer,2602159,2267772.55,202651,38479,2212,2023-05-14,2023-05-30,Completed
CAM01374,PR015938,Campaign Up-sized solution-oriented sta,WhatsApp,Brand Loyalist,4351633,2392543.97,793970,5375,3318,2023-08-25,2023-09-24,Completed
CAM01375,PR010856,Campaign Enhanced fresh-thinking info-m,WhatsApp,Family Shopper,2686336,2173684.0,350670,32848,3028,2023-07-22,2023-09-04,Completed
CAM01376,PR000909,Campaign Decentralized 3rdgeneration pr,Email,Fashion Enthusiast,2808310,1818164.44,399941,17405,3285,2024-09-22,2024-11-04,Completed
CAM01377,PR017140,Campaign Enhanced high-level knowledge ,WhatsApp,Student,3420784,2062539.61,355423,12852,265,2024-05-03,2024-05-15,Completed
CAM01378,PR010140,Campaign De-engineered cohesive collabo,Push Notification,Brand Loyalist,4787156,3339808.39,82107,28094,1516,2023-03-06,2023-04-22,Completed
CAM01379,PR000791,Campaign Managed tertiary core,In-App,Brand Loyalist,1680377,836232.52,292772,49823,310,2024-11-06,2024-12-05,Completed
CAM01380,PR003820,Campaign Future-proofed secondary insta,SMS,Impulse Buyer,571419,292014.57,321020,12227,1518,2022-03-01,2022-05-10,Active
CAM01381,PR002572,Campaign User-friendly reciprocal polic,Email,Budget Shopper,2395506,2234795.04,57594,15171,1827,2023-07-31,2023-08-24,Completed
CAM01382,PR009051,Campaign Advanced national groupware,In-App,Budget Shopper,1381086,1139516.37,826962,18188,3759,2024-02-15,2024-04-13,Completed
CAM01383,PR014383,Campaign User-friendly homogeneous extr,In-App,Brand Loyalist,1588701,967294.8,372319,12182,3784,2022-01-03,2022-01-26,Completed
CAM01384,PR009925,Campaign Extended fault-tolerant interf,WhatsApp,Luxury Shopper,2054242,936527.81,505313,7597,4850,2024-02-18,2024-04-18,Active
CAM01385,PR006574,Campaign Vision-oriented directional po,WhatsApp,Brand Loyalist,3312888,2705061.19,931953,35575,125,2023-05-28,2023-08-01,Paused
CAM01386,PR015320,Campaign Switchable maximized functiona,SMS,Impulse Buyer,177274,113158.55,948918,31954,1853,2022-01-25,2022-03-23,Completed
CAM01387,PR010556,Campaign Universal well-modulated middl,SMS,Family Shopper,3807871,2210017.73,693385,17016,3365,2023-10-21,2023-10-29,Completed
CAM01388,PR015748,Campaign Total systematic interface,WhatsApp,Brand Loyalist,2197647,928858.65,176310,7434,2830,2024-04-28,2024-07-16,Paused
CAM01389,PR018216,Campaign Profound zero administration b,SMS,Student,2839199,2284555.43,371665,41911,2076,2022-03-15,2022-06-13,Completed
CAM01390,PR019238,Campaign Networked client-server intran,SMS,Student,1728177,1115061.71,318101,35662,3647,2023-05-18,2023-08-12,Active
CAM01391,PR017328,Campaign Centralized zero-defect array,Push Notification,Impulse Buyer,3643617,2255703.87,356656,17772,2826,2022-05-05,2022-06-26,Completed
CAM01392,PR003595,Campaign Fundamental non-volatile instr,Push Notification,Student,149509,146175.07,142804,24439,4005,2023-05-11,2023-06-25,Completed
CAM01393,PR011250,Campaign Automated high-level pricing s,SMS,Family Shopper,519022,481372.41,710377,48495,2641,2023-11-22,2024-02-02,Completed
CAM01394,PR005037,Campaign Realigned 24hour migration,SMS,Budget Shopper,1524838,888476.63,70924,17490,1420,2024-02-13,2024-03-31,Paused
CAM01395,PR001045,Campaign Robust tertiary firmware,SMS,Fashion Enthusiast,2137616,1786712.19,380756,35633,3332,2024-06-23,2024-07-04,Completed
CAM01396,PR003457,Campaign Reactive bi-directional standa,SMS,Frequent Buyer,4495069,3831792.22,178362,34007,4772,2022-05-19,2022-06-21,Completed
CAM01397,PR004671,Campaign Cross-group discrete throughpu,Push Notification,Frequent Buyer,1624397,1232073.62,802422,32284,260,2023-11-16,2023-12-13,Completed
CAM01398,PR019053,Campaign Expanded didactic instruction ,SMS,Seasonal Buyer,81040,38227.63,883692,7689,1411,2023-06-15,2023-08-30,Completed
CAM01399,PR016295,Campaign Seamless homogeneous access,Email,Budget Shopper,2072850,1380650.31,357169,48379,498,2024-09-14,2024-11-16,Completed
CAM01400,PR006993,Campaign Ergonomic foreground model,In-App,Impulse Buyer,2556716,1660582.32,910930,1306,4455,2023-12-18,2023-12-31,Active
CAM01401,PR012144,Campaign User-centric high-level concep,SMS,Student,3225483,3108068.97,524936,14963,3098,2023-04-28,2023-05-24,Paused
CAM01402,PR002374,Campaign Grass-roots intangible ability,In-App,Seasonal Buyer,1969268,1483245.99,900833,22314,4629,2024-12-16,2025-01-11,Completed
CAM01403,PR016201,Campaign Distributed high-level capacit,SMS,Luxury Shopper,4819434,2975870.73,275000,12828,1904,2023-11-27,2024-02-21,Active
CAM01404,PR006073,Campaign Innovative high-level concept,Email,Brand Loyalist,3167218,2911161.39,647726,30456,4067,2023-09-18,2023-10-27,Active
CAM01405,PR002142,Campaign Open-architected motivating hi,Email,Family Shopper,4172237,3487116.68,167335,44669,1445,2023-11-05,2024-02-03,Completed
CAM01406,PR006077,Campaign Exclusive zero-defect budgetar,Push Notification,Fashion Enthusiast,3325572,1833326.91,147998,483,592,2022-10-02,2022-12-16,Completed
CAM01407,PR003159,Campaign Team-oriented even-keeled intr,Push Notification,Seasonal Buyer,4603372,2393991.17,626891,10679,2827,2024-05-24,2024-07-19,Completed
CAM01408,PR000367,Campaign Digitized next generation grou,Push Notification,Frequent Buyer,435717,288354.19,328720,6127,1603,2022-05-13,2022-06-10,Completed
CAM01409,PR001290,Campaign Multi-tiered tertiary encoding,SMS,Seasonal Buyer,2155099,1605356.83,735673,30532,4376,2024-10-05,2024-12-12,Completed
CAM01410,PR005667,Campaign Down-sized next generation sof,In-App,Impulse Buyer,3709132,3366876.39,28102,8047,3546,2022-10-13,2022-12-27,Completed
CAM01411,PR018661,Campaign Public-key dynamic framework,SMS,Luxury Shopper,1380331,1080976.14,831728,5151,3929,2024-12-29,2025-02-24,Completed
CAM01412,PR008495,Campaign Reverse-engineered 4thgenerati,SMS,Seasonal Buyer,2168035,1817306.56,853563,9447,2400,2024-05-25,2024-08-18,Paused
CAM01413,PR003373,Campaign Sharable radical budgetary man,SMS,Luxury Shopper,240560,150185.99,65346,26586,2782,2022-04-02,2022-06-07,Completed
CAM01414,PR012041,Campaign Optimized eco-centric secured ,Email,Student,3749420,1932196.3,863360,28735,2628,2024-11-18,2025-02-12,Completed
CAM01415,PR000582,Campaign User-centric cohesive installa,SMS,Budget Shopper,3831890,3082105.33,901984,12871,4317,2024-09-28,2024-11-10,Completed
CAM01416,PR016431,Campaign Robust client-server knowledge,Push Notification,Budget Shopper,2908676,1463509.71,549962,11849,2347,2023-03-17,2023-04-19,Completed
CAM01417,PR014164,Campaign Future-proofed eco-centric ins,In-App,Budget Shopper,2615126,2246209.13,411326,37360,1685,2022-10-01,2022-12-19,Completed
CAM01418,PR002650,Campaign Programmable tertiary neural-n,SMS,Seasonal Buyer,3773259,2583191.55,684798,5086,1233,2024-02-17,2024-03-24,Completed
CAM01419,PR015705,Campaign Profound bi-directional core,Email,Fashion Enthusiast,939083,506261.69,513160,46837,87,2022-11-16,2023-02-09,Completed
