product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams
P00757,Mamaearth Kurta Mint,Ethnic Wear,Kurta,Mamaearth,Orange,L,bohemian,Monsoon,2207,2815.98,781.36,2023-05-13,True,SUP0195,1688
P00758,Blackberrys Lehenga White,Dresses,Lehenga,Blackberrys,Cream,XS,casual,All Season,2744,3018.68,1051.48,2023-04-05,True,SUP0010,383
P00759,Roadster Sweatshirt Mustard,Tops,Sweatshirt,Roadster,Green,XXL,streetwear,Winter,268,359.41,124.39,2022-02-03,True,SUP0269,1398
P00760,AND Skirt White,Bottoms,Skirt,AND,Mint,XXL,office,Festive,1028,1169.11,501.5,2020-12-06,True,SUP0096,1336
P00761,Roadster Boxers Cream,Innerwear,Boxers,Roadster,White,L,sporty,Winter,182,215.84,97.37,2023-10-22,False,SUP0168,439
P00762,Forever 21 Sneakers Beige,Footwear,Sneakers,Forever 21,Maroon,XS,party,Winter,5161,7496.52,2600.15,2023-01-09,True,SUP0059,1031
P00763,Puma Socks Black,Innerwear,Socks,Puma,Black,S,party,All Season,477,590.42,262.39,2020-11-05,True,SUP0044,796
P00764,Wrangler Thermal Innerwear Orange,Innerwear,Thermal Innerwear,Wrangler,Olive,XL,sporty,All Season,562,632.33,246.8,2023-11-21,True,SUP0357,575
P00765,Pepe Jeans Kurti Brown,Tops,Kurti,Pepe Jeans,Brown,L,ethnic,Winter,4384,5453.62,1753.48,2023-10-08,True,SUP0175,1791
P00766,Mamaearth Palazzo Green,Bottoms,Palazzo,Mamaearth,Coral,XXL,party,Monsoon,577,796.52,328.22,2021-06-03,True,SUP0103,395
P00767,Roadster Track Pants Yellow,Activewear,Track Pants,Roadster,Brown,XS,party,Summer,2147,3075.26,817.5,2021-02-21,True,SUP0312,367
P00768,Arrow Thermal Innerwear Orange,Innerwear,Thermal Innerwear,Arrow,Maroon,XXL,bohemian,Monsoon,295,411.46,144.86,2023-05-26,False,SUP0257,1237
P00769,Louis Philippe Running Shoes Mint,Activewear,Running Shoes,Louis Philippe,Yellow,XXL,office,Summer,1691,2369.83,600.19,2020-05-10,True,SUP0179,428
P00770,Louis Philippe Sandals Mustard,Footwear,Sandals,Louis Philippe,Orange,L,ethnic,Summer,4251,5243.1,1846.48,2023-01-28,True,SUP0376,219
P00771,Marks & Spencer Saree Pink,Dresses,Saree,Marks & Spencer,Grey,S,ethnic,All Season,9406,11635.04,4180.79,2020-11-26,True,SUP0181,985
P00772,Uniqlo Mini Dress White,Dresses,Mini Dress,Uniqlo,Black,Free Size,formal,Festive,2556,3000.49,1163.82,2023-10-30,True,SUP0366,685
P00773,Puma Flats Grey,Footwear,Flats,Puma,Green,XS,streetwear,Festive,798,1188.0,309.66,2021-03-18,True,SUP0108,1402
P00774,Puma Kurti Purple,Tops,Kurti,Puma,Purple,Free Size,formal,Festive,3363,4468.24,1805.11,2024-01-10,True,SUP0053,859
P00775,Dressberry Socks Maroon,Innerwear,Socks,Dressberry,Yellow,L,minimalist,Summer,254,305.24,145.94,2022-01-09,True,SUP0162,1564
P00776,The Souled Store Leggings Yellow,Bottoms,Leggings,The Souled Store,Pink,L,sporty,Winter,1833,2026.2,1059.25,2022-03-29,True,SUP0211,958
P00777,Marks & Spencer Sports Bra Grey,Activewear,Sports Bra,Marks & Spencer,Grey,XXL,casual,Summer,473,523.64,174.9,2022-04-25,True,SUP0300,497
P00778,Kazo Wallet Grey,Accessories,Wallet,Kazo,Pink,M,bohemian,Winter,4298,6324.26,2113.6,2024-01-31,True,SUP0231,1665
P00779,U.S. Polo Leggings Brown,Bottoms,Leggings,U.S. Polo,Red,XS,streetwear,All Season,467,638.01,233.93,2021-11-04,True,SUP0041,1326
P00780,Adidas Kurta Yellow,Ethnic Wear,Kurta,Adidas,Teal,Free Size,office,Winter,4647,5608.22,1758.45,2021-05-29,True,SUP0227,1157
P00781,Adidas Palazzo Orange,Bottoms,Palazzo,Adidas,Beige,Free Size,bohemian,Monsoon,1301,1484.53,475.9,2020-06-17,True,SUP0235,789
P00782,Here&Now Briefs Purple,Innerwear,Briefs,Here&Now,Black,XS,formal,Winter,782,959.33,466.2,2024-04-11,True,SUP0113,1476
P00783,FabIndia Heels Brown,Footwear,Heels,FabIndia,Maroon,XL,minimalist,Festive,3609,4741.89,1469.17,2024-03-12,True,SUP0110,1425
P00784,Tommy Hilfiger Puffer Jacket Coral,Outerwear,Puffer Jacket,Tommy Hilfiger,Grey,Free Size,party,Winter,11998,13326.82,6797.73,2021-06-04,True,SUP0226,499
P00785,Kazo Scarf Pink,Accessories,Scarf,Kazo,White,S,luxury,All Season,1491,1750.14,651.37,2021-09-27,True,SUP0307,278
P00786,Spykar Crop Top Mustard,Tops,Crop Top,Spykar,Cream,XXL,sporty,Festive,654,846.87,269.86,2020-08-19,False,SUP0306,469
P00787,Mamaearth Thermal Innerwear Teal,Innerwear,Thermal Innerwear,Mamaearth,Blue,Free Size,minimalist,Festive,558,627.08,234.45,2020-10-31,True,SUP0186,236
P00788,Kazo Anarkali Yellow,Ethnic Wear,Anarkali,Kazo,Mustard,L,ethnic,Summer,4279,6210.13,1524.44,2020-11-09,True,SUP0091,822
P00789,Here&Now Dhoti Orange,Ethnic Wear,Dhoti,Here&Now,Orange,XL,sporty,Winter,4680,5366.29,2007.11,2022-08-30,True,SUP0360,235
P00790,W Flats Purple,Footwear,Flats,W,Black,Free Size,ethnic,Summer,4140,5137.71,2041.32,2021-02-25,True,SUP0040,789
P00791,Spykar Thermal Innerwear Grey,Innerwear,Thermal Innerwear,Spykar,Black,XL,office,Winter,145,185.54,66.6,2021-07-21,True,SUP0281,1937
P00792,True Blue Watch Red,Accessories,Watch,True Blue,Teal,XS,casual,Winter,5191,7188.78,2362.66,2024-05-09,True,SUP0073,1451
P00793,Biba Dhoti Brown,Ethnic Wear,Dhoti,Biba,Orange,M,party,Monsoon,3766,4854.09,1958.0,2020-12-02,True,SUP0254,713
P00794,Dressberry Sneakers Brown,Footwear,Sneakers,Dressberry,Red,L,office,Summer,5260,6391.54,1905.4,2021-03-09,True,SUP0008,683
P00795,Lee Puffer Jacket Black,Outerwear,Puffer Jacket,Lee,Olive,Free Size,streetwear,All Season,7164,8442.32,3906.82,2020-05-11,True,SUP0227,1347
P00796,Biba Belt Coral,Accessories,Belt,Biba,Beige,XS,office,All Season,3875,5189.74,1660.53,2021-04-20,True,SUP0251,1101
P00797,Aurelia Bra Mustard,Innerwear,Bra,Aurelia,Blue,XS,luxury,All Season,407,452.97,226.77,2020-10-17,True,SUP0391,650
P00798,Myntra Oxford Black,Footwear,Oxford,Myntra,White,S,streetwear,Winter,608,705.58,320.02,2022-10-22,True,SUP0156,1905
P00799,Dressberry Boots Brown,Footwear,Boots,Dressberry,Navy,L,luxury,Summer,3705,4104.84,1811.44,2024-05-19,False,SUP0302,315
P00800,Vero Moda Anarkali Brown,Ethnic Wear,Anarkali,Vero Moda,Grey,XL,luxury,Winter,1601,2262.66,900.92,2022-12-12,True,SUP0188,107
P00801,Spykar Gym Vest Mustard,Activewear,Gym Vest,Spykar,Beige,M,office,Festive,4093,5445.9,1833.63,2020-01-03,True,SUP0221,387
P00802,Decathlon Tank Top Orange,Tops,Tank Top,Decathlon,Teal,XXL,luxury,Summer,3853,5635.88,1756.07,2021-12-14,True,SUP0209,965
P00803,Nykaa Fashion Windbreaker Coral,Outerwear,Windbreaker,Nykaa Fashion,Orange,XL,formal,All Season,1499,1928.75,758.73,2021-09-10,True,SUP0371,148
P00804,U.S. Polo Casual Dress Mustard,Dresses,Casual Dress,U.S. Polo,Teal,XL,party,All Season,4641,6015.88,1726.89,2021-12-09,True,SUP0233,1744
P00805,Blackberrys Gym Vest Teal,Activewear,Gym Vest,Blackberrys,Coral,L,ethnic,All Season,3356,4195.7,1799.95,2020-09-03,True,SUP0035,871
P00806,All About You Maxi Dress Beige,Dresses,Maxi Dress,All About You,Coral,Free Size,bohemian,Monsoon,8188,11579.14,2948.37,2021-05-01,True,SUP0337,731
P00807,Vero Moda Oxford Green,Footwear,Oxford,Vero Moda,Coral,XXL,streetwear,Festive,5039,7271.13,2763.16,2022-04-01,True,SUP0286,1931
P00808,Allen Solly T-Shirt White,Tops,T-Shirt,Allen Solly,Grey,S,party,Summer,859,1243.1,443.6,2023-10-14,True,SUP0346,1846
P00809,Blackberrys Lehenga Teal,Dresses,Lehenga,Blackberrys,Teal,XL,office,Summer,5687,6940.38,3216.97,2023-12-01,True,SUP0297,784
P00810,H&M Track Pants Pink,Activewear,Track Pants,H&M,Olive,XS,bohemian,All Season,4303,5708.58,2468.06,2020-02-06,True,SUP0323,622
P00811,Roadster Blouse Mint,Tops,Blouse,Roadster,Coral,M,formal,All Season,2581,3475.99,974.56,2021-12-04,False,SUP0078,817
P00812,Calvin Klein Track Pants Olive,Activewear,Track Pants,Calvin Klein,White,Free Size,minimalist,Winter,4033,4477.89,1562.23,2020-11-30,False,SUP0173,953
P00813,Van Heusen Sports Bra Grey,Activewear,Sports Bra,Van Heusen,Mint,M,formal,All Season,3019,4403.02,1346.04,2023-01-11,True,SUP0051,974
P00814,H&M Jeans Green,Bottoms,Jeans,H&M,Navy,M,luxury,Winter,3964,5233.18,1873.84,2021-02-20,True,SUP0039,459
P00815,Only Wallet Pink,Accessories,Wallet,Only,White,XL,formal,Monsoon,5930,7971.05,2928.28,2022-11-02,True,SUP0342,1748
P00816,Forever 21 Casual Dress Maroon,Dresses,Casual Dress,Forever 21,Teal,Free Size,party,All Season,9926,13407.89,3947.07,2021-04-11,True,SUP0009,568
P00817,W Saree Maroon,Dresses,Saree,W,Black,XS,sporty,Winter,7708,10009.36,4489.98,2023-03-07,True,SUP0096,1337
P00818,Myntra Tank Top Black,Tops,Tank Top,Myntra,Green,M,bohemian,Summer,1594,2356.28,599.59,2023-06-02,True,SUP0290,645
P00819,Blackberrys Oxford Green,Footwear,Oxford,Blackberrys,Red,XL,party,Summer,2785,3345.49,1185.59,2023-12-22,False,SUP0139,189
P00820,Allen Solly Watch Navy,Accessories,Watch,Allen Solly,Blue,S,minimalist,Winter,5580,6953.23,3114.01,2023-09-29,False,SUP0265,1411
P00821,W Sports Bra Pink,Activewear,Sports Bra,W,Yellow,XS,office,Winter,1510,1883.1,560.16,2021-05-03,True,SUP0038,801
P00822,All About You Kurta Green,Ethnic Wear,Kurta,All About You,Black,XS,formal,Monsoon,1760,2526.39,746.49,2021-02-24,True,SUP0313,1910
P00823,True Blue Socks Mustard,Innerwear,Socks,True Blue,Yellow,M,minimalist,Monsoon,774,893.5,387.27,2020-11-13,True,SUP0314,315
P00824,Tommy Hilfiger Blouse Coral,Tops,Blouse,Tommy Hilfiger,Maroon,S,party,Summer,1932,2535.83,1030.46,2023-08-14,True,SUP0276,1939
P00825,U.S. Polo T-Shirt Orange,Tops,T-Shirt,U.S. Polo,Teal,L,sporty,Winter,1140,1442.15,507.68,2023-09-25,True,SUP0053,288
P00826,AND Crop Top Cream,Tops,Crop Top,AND,Grey,S,party,Festive,296,354.76,165.3,2020-06-30,True,SUP0168,993
P00827,Allen Solly Socks Beige,Innerwear,Socks,Allen Solly,Grey,S,luxury,Winter,167,215.02,83.5,2023-08-24,True,SUP0191,1473
P00828,Tommy Hilfiger Compression Tights Blue,Activewear,Compression Tights,Tommy Hilfiger,Black,XS,luxury,All Season,1097,1344.85,525.9,2024-04-20,True,SUP0087,1165
P00829,Pepe Jeans Blazer Teal,Outerwear,Blazer,Pepe Jeans,Navy,L,luxury,Winter,1684,2222.73,771.74,2021-08-31,True,SUP0305,1762
P00830,Puma Tank Top Orange,Tops,Tank Top,Puma,Mustard,L,sporty,Festive,2325,3414.22,1043.79,2023-01-19,True,SUP0181,1655
P00831,AND T-Shirt Cream,Tops,T-Shirt,AND,Green,XXL,bohemian,All Season,2264,2762.75,1233.21,2021-12-28,True,SUP0163,532
P00832,Decathlon Sneakers Orange,Footwear,Sneakers,Decathlon,Black,XL,casual,All Season,3837,5286.29,2176.74,2024-01-13,True,SUP0070,1545
P00833,Bewakoof Sports Bra Pink,Activewear,Sports Bra,Bewakoof,Yellow,Free Size,casual,Festive,2751,3508.28,1189.18,2022-06-30,True,SUP0340,1804
P00834,AND Thermal Innerwear Coral,Innerwear,Thermal Innerwear,AND,Pink,XXL,formal,All Season,766,934.37,444.42,2022-09-01,False,SUP0215,339
P00835,Jack & Jones Sports Shoes Brown,Footwear,Sports Shoes,Jack & Jones,Teal,XL,party,Summer,1496,1784.22,827.74,2021-03-21,True,SUP0280,856
P00836,Van Heusen Anarkali Olive,Ethnic Wear,Anarkali,Van Heusen,Black,XS,casual,Festive,4904,6505.13,2261.01,2023-06-03,True,SUP0239,1066
P00837,Reebok Kurta Teal,Ethnic Wear,Kurta,Reebok,Maroon,Free Size,party,All Season,4724,5732.85,2439.81,2023-06-02,True,SUP0028,1987
P00838,Dressberry Running Shoes Blue,Activewear,Running Shoes,Dressberry,Red,S,streetwear,Winter,3982,5328.16,1651.82,2021-05-18,True,SUP0138,621
P00839,Reebok Watch Purple,Accessories,Watch,Reebok,Teal,XS,minimalist,Monsoon,606,791.17,314.16,2022-01-29,True,SUP0211,201
P00840,Louis Philippe Running Shoes Beige,Activewear,Running Shoes,Louis Philippe,Red,XS,party,Monsoon,2588,3740.64,1401.03,2020-06-08,True,SUP0046,447
P00841,Reebok Joggers Maroon,Bottoms,Joggers,Reebok,Navy,M,minimalist,Monsoon,1471,1706.57,557.05,2021-07-22,False,SUP0138,517
P00842,Only Churidar Brown,Ethnic Wear,Churidar,Only,Olive,XXL,casual,Summer,318,422.57,185.35,2021-09-05,True,SUP0132,103
P00843,Pepe Jeans Churidar Green,Ethnic Wear,Churidar,Pepe Jeans,Beige,M,luxury,Festive,1069,1280.1,595.18,2023-07-12,True,SUP0368,225
P00844,LIFE Polo Navy,Tops,Polo,LIFE,Maroon,XS,minimalist,Monsoon,367,424.75,147.71,2021-08-15,False,SUP0265,982
P00845,LIFE Windbreaker Olive,Outerwear,Windbreaker,LIFE,Teal,XS,party,Festive,4050,5084.76,1771.31,2022-10-19,True,SUP0014,966
P00846,H&M Heels Blue,Footwear,Heels,H&M,Purple,XXL,minimalist,Summer,4696,5671.16,2291.23,2024-05-19,True,SUP0013,1864
P00847,Reebok Dupatta Purple,Ethnic Wear,Dupatta,Reebok,Orange,L,formal,All Season,3715,4538.12,1771.88,2021-04-09,True,SUP0232,1149
P00848,Lee Sweatshirt Olive,Tops,Sweatshirt,Lee,Coral,XL,office,Monsoon,3087,4209.35,1131.01,2024-04-26,True,SUP0273,1131
P00849,Tommy Hilfiger Dhoti Yellow,Ethnic Wear,Dhoti,Tommy Hilfiger,Blue,M,bohemian,Winter,4601,6684.34,2205.54,2020-07-15,True,SUP0243,1362
P00850,Numero Uno Trousers Blue,Bottoms,Trousers,Numero Uno,Beige,L,party,All Season,3397,4387.91,1511.6,2021-04-25,True,SUP0363,264
P00851,Tommy Hilfiger Socks Red,Innerwear,Socks,Tommy Hilfiger,Coral,XL,streetwear,Festive,369,417.37,193.52,2023-05-04,False,SUP0047,1854
P00852,Bewakoof Sports Bra Cream,Activewear,Sports Bra,Bewakoof,Mint,Free Size,sporty,Winter,484,590.4,250.32,2020-03-31,True,SUP0399,1321
P00853,Kazo Denim Jacket Mustard,Outerwear,Denim Jacket,Kazo,Grey,Free Size,streetwear,All Season,14746,22012.08,8475.36,2023-11-05,True,SUP0025,1288
P00854,Blackberrys Blazer Navy,Outerwear,Blazer,Blackberrys,Pink,S,streetwear,All Season,7563,9655.55,3442.39,2022-07-12,False,SUP0083,533
P00855,Mango Coat Mustard,Outerwear,Coat,Mango,Mint,L,ethnic,Festive,9796,10927.78,4570.76,2021-03-17,True,SUP0013,1048
P00856,Here&Now Boots Teal,Footwear,Boots,Here&Now,Mustard,XXL,ethnic,Festive,5368,7694.96,3043.32,2020-03-10,True,SUP0141,1713
P00857,True Blue Anarkali Green,Ethnic Wear,Anarkali,True Blue,Teal,S,casual,Summer,1486,2217.32,535.36,2024-04-08,True,SUP0173,319
P00858,Blackberrys Casual Dress Purple,Dresses,Casual Dress,Blackberrys,Coral,XS,formal,Festive,11353,14404.45,5420.95,2020-05-12,False,SUP0068,629
P00859,Vero Moda Leggings Orange,Bottoms,Leggings,Vero Moda,Cream,L,ethnic,All Season,289,425.82,143.19,2023-12-27,False,SUP0297,405
P00860,Bewakoof Blouse Pink,Tops,Blouse,Bewakoof,Brown,L,casual,Festive,624,861.85,359.81,2021-10-29,True,SUP0043,452
P00861,Here&Now Sandals Green,Footwear,Sandals,Here&Now,Black,XXL,minimalist,Monsoon,3356,3770.52,1995.34,2022-08-19,True,SUP0225,1678
P00862,Spykar Saree Cream,Dresses,Saree,Spykar,Yellow,M,party,Summer,945,1399.49,484.39,2020-06-30,True,SUP0019,162
P00863,Zara T-Shirt Mint,Tops,T-Shirt,Zara,Olive,XL,streetwear,Winter,1083,1343.98,552.19,2021-06-12,True,SUP0178,1803
P00864,Numero Uno Sneakers Pink,Footwear,Sneakers,Numero Uno,Cream,Free Size,minimalist,Festive,1894,2435.05,1035.43,2023-02-13,True,SUP0295,397
P00865,Puma Dhoti Blue,Ethnic Wear,Dhoti,Puma,Black,XS,minimalist,Monsoon,3173,3850.27,1124.87,2023-04-04,True,SUP0133,857
P00866,Louis Philippe Dupatta Pink,Ethnic Wear,Dupatta,Louis Philippe,Brown,S,party,All Season,4222,4881.15,1617.46,2020-11-22,False,SUP0110,398
P00867,Dressberry Jeans Cream,Bottoms,Jeans,Dressberry,Grey,XXL,bohemian,Monsoon,4052,5133.36,1591.17,2020-08-20,True,SUP0259,1770
P00868,The Souled Store Handbag Orange,Accessories,Handbag,The Souled Store,Pink,M,party,Summer,6623,7438.89,3422.56,2021-05-13,True,SUP0011,1376
P00869,Libas Watch Yellow,Accessories,Watch,Libas,Brown,XL,sporty,Summer,7027,8763.82,3062.11,2022-09-03,True,SUP0136,291
P00870,Calvin Klein Watch Grey,Accessories,Watch,Calvin Klein,Maroon,M,formal,Winter,7840,9392.01,4650.67,2021-03-31,True,SUP0046,1782
P00871,Global Desi Puffer Jacket Green,Outerwear,Puffer Jacket,Global Desi,Red,XS,minimalist,All Season,8343,9536.09,4331.65,2023-01-06,True,SUP0085,1794
P00872,Pepe Jeans Sunglasses Yellow,Accessories,Sunglasses,Pepe Jeans,Olive,S,bohemian,All Season,6225,7888.61,2927.04,2023-04-18,False,SUP0116,1265
P00873,W Cap Red,Accessories,Cap,W,Teal,L,casual,Festive,7120,9475.05,2889.56,2021-11-21,True,SUP0156,463
P00874,Cover Story Shirt Cream,Tops,Shirt,Cover Story,Brown,Free Size,ethnic,Summer,1560,1921.1,817.22,2023-05-17,True,SUP0053,1164
P00875,Nykaa Fashion T-Shirt White,Tops,T-Shirt,Nykaa Fashion,Teal,M,casual,Festive,4772,5966.71,2378.37,2024-05-23,True,SUP0375,1910
P00876,U.S. Polo Gym Vest Pink,Activewear,Gym Vest,U.S. Polo,Cream,XS,ethnic,Winter,1559,2035.27,565.63,2023-09-11,True,SUP0127,1891
P00877,True Blue Cap Green,Accessories,Cap,True Blue,Yellow,S,ethnic,Summer,5896,7984.69,2708.66,2021-11-11,True,SUP0311,160
P00878,Dressberry Windbreaker Cream,Outerwear,Windbreaker,Dressberry,Navy,Free Size,luxury,Festive,8582,9514.71,3487.59,2023-10-24,True,SUP0382,447
P00879,Decathlon Sports Bra Yellow,Activewear,Sports Bra,Decathlon,Brown,L,ethnic,Festive,2829,3381.52,1046.69,2022-11-24,True,SUP0207,856
P00880,Global Desi Churidar Black,Ethnic Wear,Churidar,Global Desi,Green,XL,party,Festive,2115,2916.51,1045.06,2022-10-02,True,SUP0113,1401
P00881,Arrow Sneakers Mint,Footwear,Sneakers,Arrow,Green,S,casual,Festive,2000,2795.34,896.61,2021-09-18,True,SUP0135,1122
P00882,Calvin Klein Lehenga Navy,Dresses,Lehenga,Calvin Klein,Coral,M,casual,Monsoon,7508,10957.97,3572.46,2020-10-30,True,SUP0258,1903
P00883,Arrow Churidar Cream,Ethnic Wear,Churidar,Arrow,Pink,XS,formal,Monsoon,309,409.63,145.87,2020-03-23,True,SUP0233,157
P00884,Van Heusen Sneakers Maroon,Footwear,Sneakers,Van Heusen,Navy,Free Size,office,All Season,4577,6206.01,1965.72,2024-03-21,True,SUP0087,1121
P00885,W Shirt Cream,Tops,Shirt,W,Maroon,S,luxury,Festive,1412,1775.56,576.88,2021-04-26,True,SUP0310,1204
P00886,W Running Shoes Brown,Activewear,Running Shoes,W,White,M,ethnic,Summer,1043,1209.13,507.17,2023-07-30,True,SUP0101,1216
P00887,Bewakoof Wallet Beige,Accessories,Wallet,Bewakoof,Maroon,L,bohemian,All Season,1272,1589.23,724.31,2021-06-20,True,SUP0317,1715
P00888,FabIndia Salwar Suit Purple,Dresses,Salwar Suit,FabIndia,Orange,XS,sporty,Monsoon,8572,12685.65,3227.03,2024-02-28,True,SUP0116,999
P00889,Mamaearth Briefs Grey,Innerwear,Briefs,Mamaearth,Mint,XS,bohemian,Summer,330,446.1,136.75,2020-09-19,False,SUP0242,106
P00890,Only Maxi Dress Purple,Dresses,Maxi Dress,Only,White,XS,casual,Winter,9418,12020.06,5204.91,2022-06-30,True,SUP0100,1752
P00891,H&M Sweatshirt Mustard,Tops,Sweatshirt,H&M,Coral,Free Size,streetwear,Monsoon,2163,2758.69,941.16,2022-01-11,False,SUP0100,1722
P00892,Uniqlo Scarf Maroon,Accessories,Scarf,Uniqlo,Maroon,XXL,streetwear,Summer,2162,2943.14,1015.49,2022-11-07,True,SUP0011,1212
P00893,U.S. Polo Jacket Teal,Outerwear,Jacket,U.S. Polo,White,XS,ethnic,Monsoon,10638,11905.56,4807.12,2021-04-25,True,SUP0016,1291
P00894,Lee T-Shirt Mustard,Tops,T-Shirt,Lee,Beige,XXL,formal,Summer,4907,6835.94,2563.26,2022-05-29,True,SUP0339,1681
P00895,Uniqlo Track Pants Yellow,Activewear,Track Pants,Uniqlo,Purple,M,party,All Season,1367,1771.96,567.54,2022-02-10,True,SUP0273,1280
P00896,Van Heusen Blazer Olive,Outerwear,Blazer,Van Heusen,Orange,Free Size,luxury,Festive,4595,6632.66,1674.98,2024-01-05,True,SUP0220,1188
P00897,Decathlon Anarkali Mustard,Ethnic Wear,Anarkali,Decathlon,Orange,XXL,sporty,Festive,2183,2576.52,1055.61,2020-09-28,True,SUP0260,1398
P00898,H&M Evening Gown Maroon,Dresses,Evening Gown,H&M,Purple,XL,bohemian,Summer,5630,8284.65,2663.8,2023-05-21,True,SUP0376,1371
P00899,Van Heusen Cap Beige,Accessories,Cap,Van Heusen,Black,S,streetwear,Summer,2762,3063.85,1165.62,2021-02-20,True,SUP0094,1777
P00900,The Souled Store Denim Jacket Grey,Outerwear,Denim Jacket,The Souled Store,Orange,XL,formal,Festive,7883,10200.63,3126.25,2020-10-28,False,SUP0189,284
P00901,Only Shirt Black,Tops,Shirt,Only,White,XS,bohemian,All Season,734,947.22,304.94,2022-10-14,True,SUP0384,407
P00902,Marks & Spencer Running Shoes Purple,Activewear,Running Shoes,Marks & Spencer,Yellow,L,bohemian,All Season,588,656.31,350.73,2024-05-29,False,SUP0395,528
P00903,Adidas Dupatta Yellow,Ethnic Wear,Dupatta,Adidas,Grey,XL,ethnic,Summer,3304,4826.15,1562.1,2023-04-19,True,SUP0242,1540
P00904,Cover Story Skirt Maroon,Bottoms,Skirt,Cover Story,Yellow,XS,formal,Festive,2453,3669.07,919.92,2020-12-20,True,SUP0144,1040
P00905,U.S. Polo Denim Jacket Brown,Outerwear,Denim Jacket,U.S. Polo,Purple,XS,party,All Season,1342,1627.04,570.61,2020-08-05,True,SUP0004,101
P00906,Allen Solly Track Pants Orange,Activewear,Track Pants,Allen Solly,Mustard,L,office,All Season,3208,4517.48,1422.56,2022-10-07,True,SUP0207,384
P00907,Jack & Jones Jewellery Maroon,Accessories,Jewellery,Jack & Jones,Orange,XXL,streetwear,Winter,1925,2401.1,1011.39,2021-04-26,True,SUP0352,1094
P00908,Tommy Hilfiger Sherwani Coral,Ethnic Wear,Sherwani,Tommy Hilfiger,Black,S,sporty,Summer,864,1281.28,455.7,2021-11-18,True,SUP0046,1603
P00909,Reebok Anarkali Red,Ethnic Wear,Anarkali,Reebok,White,M,luxury,Winter,2021,2872.35,1011.68,2022-03-22,True,SUP0204,1207
P00910,Bewakoof Sports Shoes Beige,Footwear,Sports Shoes,Bewakoof,Maroon,XXL,ethnic,All Season,3800,4297.62,2023.91,2021-12-02,True,SUP0316,810
P00911,Wrangler Shorts Mustard,Bottoms,Shorts,Wrangler,Brown,S,office,Festive,4939,6564.61,2212.32,2024-01-21,True,SUP0212,1518
P00912,True Blue Hoodie Purple,Tops,Hoodie,True Blue,Blue,XL,casual,All Season,1908,2298.7,948.01,2022-07-15,True,SUP0288,448
P00913,Blackberrys Dhoti White,Ethnic Wear,Dhoti,Blackberrys,Orange,XS,office,Monsoon,4047,5397.17,2112.13,2024-03-16,True,SUP0142,948
P00914,Bewakoof Puffer Jacket White,Outerwear,Puffer Jacket,Bewakoof,Olive,XS,sporty,Summer,2084,2461.3,1238.48,2021-05-25,False,SUP0031,1776
P00915,Spykar Shorts Green,Bottoms,Shorts,Spykar,Pink,M,bohemian,Monsoon,897,1136.44,489.88,2022-11-23,True,SUP0003,1069
P00916,AND Belt Blue,Accessories,Belt,AND,Mint,XS,ethnic,Festive,4028,5399.35,1476.27,2022-06-07,True,SUP0090,1609
P00917,Lee Bra Orange,Innerwear,Bra,Lee,Yellow,Free Size,office,Festive,366,541.6,151.41,2024-01-29,True,SUP0164,117
P00918,Uniqlo Scarf Teal,Accessories,Scarf,Uniqlo,Purple,M,streetwear,Winter,1458,2096.17,747.8,2021-04-17,True,SUP0025,1958
P00919,Nike Shorts Green,Bottoms,Shorts,Nike,Grey,XL,office,Winter,4997,6204.38,1788.87,2022-08-06,True,SUP0233,1244
P00920,Wrangler Flats Orange,Footwear,Flats,Wrangler,Brown,M,bohemian,Winter,1522,1916.88,821.49,2022-09-07,True,SUP0005,554
P00921,Forever 21 Gym Vest Olive,Activewear,Gym Vest,Forever 21,Black,XXL,luxury,All Season,768,1063.57,311.8,2020-07-31,True,SUP0180,247
P00922,Calvin Klein Palazzo Teal,Bottoms,Palazzo,Calvin Klein,Red,XXL,formal,All Season,369,448.33,143.47,2022-05-18,True,SUP0337,209
P00923,Myntra Saree Red,Dresses,Saree,Myntra,Navy,S,formal,All Season,1311,1552.24,752.8,2023-07-11,True,SUP0316,261
P00924,All About You Jacket Navy,Outerwear,Jacket,All About You,Brown,XL,ethnic,Festive,1225,1576.61,707.34,2022-07-01,True,SUP0247,320
P00925,Marks & Spencer Leggings White,Bottoms,Leggings,Marks & Spencer,Black,S,ethnic,Festive,2721,3199.07,984.11,2022-07-08,True,SUP0190,1867
P00926,Vero Moda Casual Dress Coral,Dresses,Casual Dress,Vero Moda,White,L,luxury,Winter,6697,8721.86,2995.38,2020-04-10,True,SUP0186,1287
P00927,Nykaa Fashion Denim Jacket Red,Outerwear,Denim Jacket,Nykaa Fashion,Navy,XL,luxury,Winter,10909,12153.39,4476.75,2020-01-13,True,SUP0065,294
P00928,Louis Philippe Lehenga Coral,Dresses,Lehenga,Louis Philippe,Teal,S,bohemian,Monsoon,6942,8549.95,2878.16,2021-01-12,True,SUP0389,328
P00929,W Sports Bra Grey,Activewear,Sports Bra,W,Purple,S,casual,Festive,1334,1797.56,505.63,2021-06-07,True,SUP0093,1387
P00930,Blackberrys Dhoti Brown,Ethnic Wear,Dhoti,Blackberrys,Green,XXL,sporty,Festive,3091,3456.1,1803.55,2023-09-18,True,SUP0122,1887
